headline,date,time,view,like,share,comment,category,tag
“สิ่งที่สร้างมาตลอด ทำไมถึงกลายเป็นอย่างนี้” สุทธิชัย หยุ่น กรณีเนชั่นทีวีนำเสนอคลิปเสียง,21.03.2019,,"3,526K",,Loading...,,"Thailand,Politics","ทักษิณ ชินวัตร,จรรยาบรรณสื่อ,สุทธิชัย หยุ่น,เนชั่น,ธนาธร จึงรุ่งเรืองกิจ,พรรคอนาคตใหม่"
เปิดแผนธรรมาภิบาล ITD เผยอบรมพนักงานเรื่องสิ่งแวดล้อมทุกปี ก.ล.ต. ยังไม่มีความเห็นเรื่อง ‘เปรมชัย’,19.03.2019,,445K,,Loading...,,Business,"บมจ.อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),เปรมชัย กรรณสูต,เสือดำ"
พลังประชารัฐ มั่นใจได้ 130 ที่นั่งตามเป้า ชี้กระแสดีจนพรรคอื่นต้องพยายามสกัด,21.03.2019,,148K,,Loading...,,"Thailand,Politics",พรรคพลังประชารัฐ
"นักวิทย์ชาวญี่ปุ่นฝันคืนชีพให้แมมมอธ หลังทดลองเบื้องต้นกับเซลล์ลูกแมมมอธอายุ 28,000 ปี สำเร็จ",19.03.2019,,535K,,Loading...,,World,"Japan,การโคลนนิ่ง,สัตว์สูญพันธุ์"
เปิดนโยบายเด่น ‘เทคโนโลยีและนวัตกรรม’ พรรคการเมืองในศึกเลือกตั้ง 2562,21.03.2019,,"1,319K",,Loading...,,"Thailand,Politics","พรรคเพื่อไทย,พรรคประชาธิปัตย์,พรรคพลังประชารัฐ,พรรคอนาคตใหม่,พรรคภูมิใจไทย"
นายกฯ ออสเตรเลียเรียกร้องผู้นำ G20 หารือบทลงโทษโซเชียลมีเดีย หลังปล่อยให้มือปืนไลฟ์ขณะกราดยิงมัสยิดไครสต์เชิร์ช,19.03.2019,,87K,,Loading...,,World,"การก่อการร้าย,เหตุการณ์กราดยิง,G20,New Zealand"
‘ธนาธร’ สอน ‘เนชั่น’ กลางรายการ “สื่อคุณภาพควรแสดงความรับผิดชอบ” ปมนำคลิปปลอมออกอากาศ,20.03.2019,,"3,442K",,Loading...,,"Thailand,Politics","ทักษิณ ชินวัตร,เนชั่น,ธนาธร จึงรุ่งเรืองกิจ,พรรคอนาคตใหม่"
รัฐบาลแจง ข่าวปลอมยกเลิกจ่ายยารักษามะเร็งข้าราชการ ชี้ปรับให้ใช้สิทธิเบิกตรงได้ ไม่ต้องสำรองจ่ายก่อน,20.03.2019,,210K,,Loading...,,"Thailand,Politics","โรคมะเร็ง,Fake News"
มาดามเดียร์ บอกไม่รู้เอกสารสั่งการกองทัพเป็นของจริงหรือไม่ ยืนยันทหารไม่เกี่ยวข้องกับพรรคพลังประชารัฐ,20.03.2019,,135K,,Loading...,,"Thailand,Politics","พรรคพลังประชารัฐ,มาดามเดียร์-วทันยา วงษ์โอภาสี"
ผบ.ทบ. มอบฝ่ายกฎหมาย คสช. ดำเนินคดีเพจดังแพร่เอกสารปลอม อ้างทหารทำไอโอหนุนพลังประชารัฐ,20.03.2019,,238K,,Loading...,,"Thailand,Politics","คสช.,บุรินทร์ ทองประไพ,อภิรัชต์ คงสมพงษ์"
THE STANDARD ELECTION อ่านเกมสด ผลเลือกตั้ง,20.03.2019,,"63,498K",,Loading...,,"Thailand,Politics,News","การเลือกตั้ง,เลือกตั้ง ส.ส.,THE STANDARD ELECTION"
นิวซีแลนด์เตรียมแบนปืนกึ่งอัตโนมัติ คาด บังคับใช้เดือนเมษายน หลังเหตุก่อการร้ายไครสต์เชิร์ช,21.03.2019,,148K,,Loading...,,World,"การก่อการร้าย,เหตุการณ์กราดยิง,New Zealand,สิทธิครอบครองปืน"
ผู้บริหารเนชั่นทีวีโต้ธนาธร ยืนยันมีจรรยาบรรณเสนอข่าวคลิปเสียง ให้พื้นที่ชี้แจงแต่กลับมาต่อว่าองค์กรเสียหาย ขู่ฟ้องกลับ,20.03.2019,,"4,067K",,Loading...,,"Thailand,Politics","ทักษิณ ชินวัตร,Nation TV,ธนาธร จึงรุ่งเรืองกิจ,รายการ ข่าวข้น คนเนชั่น,ฉัตรชัย ภู่โคกหวาย"
5 พรรคเล็กคิดการใหญ่ ร่วมประกาศต้านการสืบทอดอำนาจ,21.03.2019,,253K,,Loading...,,"Thailand,Politics","พรรคเกียน,พรรคสามัญชน,พรรคกลาง,พรรคกรีน,พรรคคนธรรมดา"
มติเอกฉันท์ กกต. ชี้ ประกาศรายชื่อ ‘ประยุทธ์’ เป็นแคนดิเดตชอบด้วยกฎหมาย,20.03.2019,,411K,,Loading...,,"Thailand,Politics","ประยุทธ์ จันทร์โอชา,กกต.,พรรคพลังประชารัฐ"
วิเคราะห์สูตรตั้งรัฐบาล ผ่านมุมมอง ดร.สติธร ธนานิธิโชติ ในเกมเลือกตั้ง 2562,21.03.2019,,"6,895K",,Loading...,,"Thailand,Politics","ส.ส.,สถาบันพระปกเกล้า,การสรรหา ส.ว.,สติธร ธนานิธิโชติ"
Human Rights Watch จี้ญี่ปุ่นแก้กฎหมายบังคับคนข้ามเพศทำหมัน ก่อนระบุเพศใหม่ในเอกสารราชการ,21.03.2019,,660K,,Loading...,,LGBTQ,"Japan,LGBTQ,Human Rights Watch"
ตารางเปรียบเทียบ ‘นโยบายด้านสิทธิมนุษยชน’ ของพรรคที่น่ามองในการเลือกตั้ง 62,21.03.2019,,"1,154K",,Loading...,,"Thailand,Politics","สิทธิมนุษยชน,ผู้ลี้ภัย,พรรคเพื่อไทย,Cybersecurity,การซ้อมทรมาน,แรงงานข้ามชาติ,ความเท่าเทียมทางเพศ,พรรคประชาธิปัตย์,พรรคอนาคตใหม่,เสรีภาพในการชุมนุม,จังหวัดชายแดนภาคใต้,พรรคสามัญชน,พรรคมหาชน"
